Tempo,Vazao
1276,371.539
1277,371.539
1278,370.95
1279,370.488
1280,370.488
1281,370.029
1282,370.029
1283,369.572
1284,369.572
1285,369.115
1286,369.115
1287,368.66
1288,368.207
1289,368.207
1290,367.752
1291,367.752
1292,367.095
1293,367.095
1294,366.193
1295,366.193
1296,366.193
1297,365.745
1298,365.745
1299,365.298
1300,364.853
1301,364.853
1302,364.407
1303,363.964
1304,363.964
1305,363.964
1306,363.522
1307,363.081
1308,363.081
1309,362.641
1310,362.641
1311,362.201
1312,362.201
1313,361.763
1314,361.763
1315,361.326
1316,361.326
1317,360.889
1318,360.447
1319,360.02
1320,360.02
1321,359.399
1322,359.399
1323,359.399
1324,358.803
1325,358.37
1326,358.37
1327,357.941
1328,357.941
1329,357.513
1330,357.513
1331,357.087
1332,357.087
1333,356.66
1334,356.66
1335,356.236
1336,355.812
1337,355.812
1338,355.812
1339,355.389
1340,354.967
1341,354.967
1342,354.546
1343,354.546
1344,354.126
1345,354.126
1346,353.706
1347,353.287
1348,352.871
1349,352.871
1350,352.871
1351,352.041
1352,352.041
1353,351.553
1354,351.553
1355,351.553
1356,351.04
1357,350.626
1358,350.626
1359,350.626
1360,350.216
1361,349.805
1362,349.805
1363,349.397
1364,349.397
1365,348.989
1366,348.582
1367,348.582
1368,348.582
1369,348.175
1370,347.771
1371,347.771
1372,347.367
1373,347.367
1374,346.964
1375,346.56
1376,346.56
1377,346.028
1378,345.624
1379,345.624
1380,345.205
1381,344.76
1382,344.76
1383,344.76
1384,344.364
1385,344.364
1386,343.967
1387,343.572
1388,343.572
1389,343.178
1390,342.784
1391,342.784
1392,342.784
1393,342.392
1394,342.392
1395,342
1396,341.609
1397,341.609
1398,341.219
1399,340.831
1400,340.831
1401,340.831
1402,340.442
1403,340.053
1404,340.053
1405,339.586
1406,339.586
1407,339.197
1408,338.813
1409,338.429
1410,338.429
1411,338.048
1412,338.048
1413,337.666
1414,337.285
1415,337.285
1416,337.285
1417,336.905
1418,336.525
1419,336.525
1420,336.148
1421,336.148
1422,335.77
1423,335.393
1424,335.393
1425,335.393
1426,335.018
1427,334.643
1428,334.643
1429,334.268
1430,334.268
1431,333.895
1432,333.521
1433,333.521
1434,333.151
1435,332.779
1436,332.779
1437,332.41
1438,332.041
1439,332.041
1440,331.671
1441,331.306
1442,331.306
1443,330.925
1444,330.556
1445,330.556
1446,330.556
1447,330.19
1448,329.827
1449,329.827
1450,329.464
1451,329.464
1452,328.933
1453,328.933
1454,328.933
1455,328.933
1456,328.391
1457,328.028
1458,328.028
1459,327.5
1460,327.5
1461,327.005
1462,326.645
1463,326.645
1464,326.645
1465,325.807
1466,325.807
1467,325.807
1468,325.453
1469,325.099
1470,325.099
1471,324.745
1472,324.745
1473,324.393
1474,324.041
1475,324.041
1476,324.041
1477,323.691
1478,323.691
1479,323.318
1480,322.969
1481,322.969
1482,322.62
1483,322.62
1484,322.273
1485,322.273
1486,321.579
1487,321.579
1488,321.233
1489,320.889
1490,320.889
1491,320.889
1492,320.2
1493,320.2
1494,320.2
1495,319.859
1496,319.517
1497,319.517
1498,319.176
1499,319.176
1500,318.836
1501,318.836
1502,318.836
1503,318.496
1504,318.158
1505,318.158
1506,317.819
1507,317.819
1508,317.481
1509,317.481
1510,317.145
1511,317.145
1512,316.809
1513,316.474
1514,316.474
1515,316.474
1516,315.975
1517,315.975
1518,315.639
1519,315.307
1520,315.307
1521,315.307
1522,314.876
1523,314.542
1524,314.542
1525,314.213
1526,314.213
1527,313.883
1528,313.554
1529,313.554
1530,313.554
1531,313.173
1532,313.173
1533,312.846
1534,312.519
1535,312.519
1536,312.519
1537,312.193
1538,312.193
1539,311.867
1540,311.542
1541,311.542
1542,311.218
1543,311.218
1544,310.894
1545,310.894
1546,310.571
1547,310.571
1548,310.154
1549,309.727
1550,309.727
1551,309.406
1552,309.087
1553,309.087
1554,309.087
1555,308.769
1556,308.769
1557,308.449
1558,308.132
1559,308.132
1560,308.132
1561,307.815
1562,307.815
1563,307.498
1564,307.182
1565,307.182
1566,307.182
1567,306.826
1568,306.826
1569,306.511
1570,306.197
1571,306.197
1572,306.197
1573,305.884
1574,305.884
1575,305.571
1576,305.256
1577,305.256
1578,305.256
1579,304.541
1580,304.541
1581,304.541
1582,304.231
1583,303.923
1584,303.923
1585,303.567
1586,303.567
1587,303.259
1588,303.259
1589,302.952
1590,302.952
1591,302.646
1592,302.646
1593,302.34
1594,302.34
1595,302.034
1596,302.034
1597,301.729
1598,301.729
1599,301.425
1600,301.115
1601,301.115
1602,301.115
1603,300.818
1604,300.818
1605,300.516
1606,300.135
1607,300.135
1608,299.831
1609,299.531
1610,299.531
1611,299.531
1612,299.12
1613,298.819
1614,298.819
1615,298.52
1616,298.52
1617,298.223
1618,297.926
1619,297.926
1620,297.621
1621,297.621
1622,297.324
1623,297.324
1624,297.029
1625,297.029
1626,296.734
1627,296.44
1628,296.44
1629,296.146
1630,296.146
1631,295.719
1632,295.719
1633,295.281
1634,294.985
1635,294.985
1636,294.387
1637,294.387
1638,294.095
1639,294.095
1640,293.806
1641,293.806
1642,293.518
1643,293.23
1644,293.23
1645,292.943
1646,292.943
1647,292.943
1648,292.656
1649,292.656
1650,292.37
